,DECISIONTREE,RANDOMFORREST,LGBM,XGB,NB,ANN,CNN
107,0.0,0.0,2.1960135829976627e-05,9.101091e-06,3.8101828723869793e-20,5.012447e-28,0.0
108,0.0,0.0,2.1960135829976627e-05,3.3084448e-06,1.0350904026583305e-54,0.0,0.0
109,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,1.251598401702899e-69,0.0,0.0
110,0.0,0.0,2.1960147330582196e-05,0.0005551666,4.3335576377995594e-46,1.0059323e-26,0.0
111,1.0,1.0,0.9999781567171908,0.99931204,1.0,0.97304016,0.0
112,1.0,1.0,0.9999781567171908,0.99999166,1.0,1.0,1.0
113,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,4.08941267337096e-73,0.0,0.0
114,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,3.253663589118277e-79,0.0,0.0
115,1.0,1.0,0.9999739537040812,0.99923813,1.0,1.0,0.0
116,1.0,1.0,0.9999781567171908,0.9999893,1.0,1.0,0.0
117,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,1.4597769466837327e-86,0.0,0.0
118,0.0,0.0,2.1960135829976627e-05,1.1017962e-05,1.0304332021356452e-102,0.0,0.0
119,1.0,1.0,0.9999781567171908,0.99998045,1.0,0.9999887,0.0
120,1.0,1.0,0.9999781567171908,0.9999914,1.0,1.0,0.0
121,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,3.455338449277032e-79,0.0,0.0
122,0.0,0.0,2.1960135829976627e-05,9.101091e-06,3.798296214198793e-27,2.1714165e-29,0.0
123,0.0,0.0,2.1960140980527436e-05,0.00022108202,7.460955447466338e-07,1.9574071e-20,0.0
124,0.0,0.0,2.1960135829976627e-05,7.325314e-06,6.074235248274425e-41,4.167117e-35,0.0
125,0.0,0.0,2.1960135829976627e-05,1.2711276e-05,1.724599064013992e-45,3.3043172e-35,0.0
126,0.0,0.0,2.1960135829976627e-05,1.0889912e-05,2.14332872292257e-35,8.088155e-30,0.0
127,0.0,0.0,2.1960135829976627e-05,3.4727493e-06,9.053426938308167e-62,0.0,0.0
128,1.0,1.0,0.9999781567171908,0.99999285,1.0,1.0,0.0
129,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,2.88532685959705e-89,0.0,0.0
130,0.0,0.0,2.1960135829976627e-05,4.498501e-06,1.5161348030030925e-57,0.0,0.0
131,1.0,1.0,0.9999781903868453,0.9999882,1.0,1.0,0.0
132,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,1.4724001526844484e-78,0.0,0.0
133,0.0,0.0,2.1960135829976627e-05,4.772152e-06,3.5848201339557786e-101,0.0,0.0
134,1.0,1.0,0.9999781567171908,0.9999875,1.0,1.0,0.0
135,1.0,1.0,0.9999781567171908,0.99999166,1.0,1.0,0.0
136,0.0,0.0,2.1960135829976627e-05,4.498501e-06,5.379245099746595e-72,0.0,0.0
137,1.0,1.0,0.9999781567171908,0.99999225,1.0,0.9999999,0.0
138,0.0,0.0,2.1960135829976627e-05,4.9036594e-06,3.9331248578316e-98,0.0,0.0
139,1.0,1.0,0.9999781567171908,0.99998975,1.0,1.0,0.0
140,1.0,1.0,0.9999781567171908,0.99998176,1.0,0.9999953,0.0
141,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,2.1789430706577287e-75,0.0,0.0
142,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,1.441810537138603e-75,0.0,0.0
143,0.0,0.0,2.1960135829976627e-05,4.498501e-06,1.0597950924973528e-68,0.0,0.0
144,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,6.095091181014999e-75,0.0,0.0
145,0.0,0.0,2.196006093735918e-05,4.4045348e-05,6.555087140818174e-64,0.0,0.0
146,0.0,0.0,2.1960135829976627e-05,3.3084448e-06,7.867725377174131e-55,0.0,0.0
147,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,2.5555386908717924e-74,0.0,0.0
148,1.0,1.0,0.9999781567171908,0.999985,1.0,1.0,0.0
149,0.0,0.0,2.1960135829976627e-05,4.498501e-06,1.1301714524437245e-67,0.0,0.0
150,1.0,1.0,0.9999781567171908,0.9999914,1.0,1.0,0.0
151,0.0,0.0,2.1960135829976627e-05,4.498501e-06,3.569248476004239e-58,0.0,0.0
152,1.0,1.0,0.9999781567171908,0.99999166,1.0,1.0,0.0
153,1.0,1.0,0.9999781567171908,0.999985,1.0,1.0,0.0
154,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,3.219629818034844e-78,0.0,0.0
155,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,2.7128418682440738e-89,0.0,0.0
156,1.0,1.0,0.9999781567171908,0.9999901,1.0,1.0,0.0
157,1.0,1.0,0.9999781567171908,0.99998736,1.0,1.0,0.0
158,1.0,1.0,0.9999781567171908,0.99998033,1.0,1.0,0.0
159,1.0,1.0,0.9999781567171908,0.99998295,1.0,1.0,0.0
160,1.0,1.0,0.9999781567171908,0.99999166,1.0,1.0,0.0
161,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,3.4479219481092812e-75,0.0,0.0
162,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,2.619481124798266e-83,0.0,0.0
163,0.0,0.0,2.1960135829976627e-05,5.0553963e-06,1.0612010997652991e-80,0.0,0.0
164,1.0,1.0,0.9999781567171908,0.99998355,1.0,0.99999946,0.0
165,0.0,0.0,2.1960135829976627e-05,7.325314e-06,4.5537203029489336e-45,8.096245e-37,0.0
166,0.0,0.0,2.1960128701887177e-05,2.2726514e-05,2.13696789783321e-53,0.0,0.0
167,1.0,1.0,0.9999781567171908,0.9999676,0.9999999982007353,1.0,0.0
168,1.0,1.0,0.9999781567171908,0.99999106,1.0,1.0,1.0
169,1.0,1.0,0.9999781567171908,0.9999893,1.0,1.0,0.0
170,1.0,1.0,0.9999781567171908,0.99998486,1.0,1.0,0.0
171,0.0,0.0,2.1960135829976627e-05,4.498501e-06,3.738209337658021e-64,0.0,0.0
172,1.0,1.0,0.9999781567171908,0.9999745,1.0,1.0,0.0
173,0.0,0.0,2.1960128701887177e-05,2.2726514e-05,1.4109060548212948e-53,0.0,0.0
174,1.0,1.0,0.9999781570344469,0.9999535,1.0,1.0,0.0
175,0.0,0.0,2.1960135829976627e-05,3.4727493e-06,4.681161953801103e-57,0.0,0.0
176,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,1.5532705000253269e-89,0.0,0.0
177,1.0,1.0,0.9999781567171908,0.9999912,1.0,1.0,0.0
178,1.0,1.0,0.9999781567171908,0.99998903,1.0,1.0,0.0
179,0.0,0.0,2.1960135829976627e-05,5.4766983e-06,1.0052051271615164e-63,0.0,0.0
180,1.0,1.0,0.9999781567171908,0.9999914,1.0,1.0,0.0
181,1.0,1.0,0.9999781567171908,0.99999166,1.0,1.0,0.0
182,0.0,0.0,2.1960135829976627e-05,5.0553963e-06,1.3881649905767437e-83,0.0,0.0
183,1.0,1.0,0.9999781567171908,0.9999914,1.0,1.0,0.0
184,1.0,1.0,0.9999718998683494,0.99997735,1.0,0.9999999,0.0
185,1.0,1.0,0.9999781567171908,0.99997437,1.0,1.0,0.0
186,0.0,0.0,2.1960135829976627e-05,4.9036594e-06,3.859233984527728e-93,0.0,0.0
187,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,6.34272730375286e-74,0.0,0.0
188,1.0,1.0,0.9999781567171908,0.9998456,1.0,1.0,0.0
189,0.0,0.0,2.1960135864660634e-05,4.873393e-06,7.395747525142109e-59,0.0,0.0
190,0.0,0.0,2.1960135864660634e-05,5.4766983e-06,1.7359817058391634e-62,0.0,0.0
191,0.0,0.0,2.1960135829976627e-05,4.9036594e-06,1.5752606497962428e-90,0.0,0.0
192,1.0,1.0,0.9999781567171908,0.999985,1.0,1.0,0.0
193,0.0,0.0,2.1960135829976627e-05,3.7752202e-06,1.003951273460361e-99,0.0,0.0
194,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,7.377741828942053e-86,0.0,0.0
195,1.0,1.0,0.9999781567171908,0.99999166,1.0,1.0,0.0
196,1.0,1.0,0.9999781567171908,0.9999943,1.0,1.0,0.0
197,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,5.148401653026241e-91,0.0,0.0
198,1.0,1.0,0.9999781567171908,0.99999046,1.0,1.0,0.0
199,1.0,1.0,0.9999781567171908,0.99997795,1.0,0.9999957,0.0
200,1.0,1.0,0.9999781567171908,0.99999166,1.0,1.0,0.0
201,0.0,0.0,2.1960135829976627e-05,3.3084448e-06,4.206505102331553e-59,0.0,0.0
202,0.0,0.0,2.1960135829976627e-05,4.9036594e-06,4.814418588179245e-92,0.0,0.0
203,0.0,0.0,2.1960135829976627e-05,4.498501e-06,2.2021122029300169e-66,0.0,0.0
204,0.0,0.0,2.1960135829976627e-05,7.325314e-06,5.601848599885904e-58,0.0,0.0
205,0.0,0.0,2.1960135829976627e-05,5.510711e-06,8.586244940474759e-97,0.0,0.0
206,1.0,1.0,0.9999781567171908,0.9999925,1.0,1.0,0.0
207,0.0,0.0,2.1960135829976627e-05,5.0553963e-06,5.149527303475434e-62,0.0,0.0
208,0.0,0.0,2.1960147330582196e-05,0.0005551666,4.719924815088963e-38,7.460933e-25,0.0
209,0.0,0.0,2.1960135829976627e-05,1.4250086e-05,2.2917447433533624e-22,1.5786225e-26,0.0
210,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,1.8017333542521527e-85,0.0,0.0
211,0.0,0.0,2.1960135829976627e-05,5.510711e-06,3.6546301248076463e-97,0.0,0.0
212,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,6.148785687566771e-80,0.0,0.0
213,1.0,1.0,0.9999781567171908,0.9999901,1.0,1.0,0.0
214,0.0,0.0,2.1960135829976627e-05,4.498501e-06,3.101131404031835e-56,0.0,0.0
215,1.0,1.0,0.9999781567171908,0.99998534,1.0,1.0,0.0
216,1.0,1.0,0.9999781567171908,0.9999914,1.0,1.0,0.0
217,0.0,0.0,2.1960135829976627e-05,1.579265e-05,1.7364494590525866e-14,3.8740106e-22,0.0
218,1.0,1.0,0.9999781567171908,0.99999046,1.0,1.0,0.0
219,1.0,1.0,0.9999781567171908,0.999984,1.0,0.99999976,0.0
220,1.0,1.0,0.9999781567171908,0.999985,1.0,1.0,0.0
221,1.0,1.0,0.9999781567171908,0.9999906,1.0,1.0,1.0
222,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,3.122944140198162e-82,0.0,0.0
223,1.0,1.0,0.9999781567171908,0.9999902,1.0,1.0,0.0
224,1.0,1.0,0.9999781567171908,0.9999808,1.0,1.0,0.0
225,1.0,1.0,0.9999781567171908,0.9999925,1.0,1.0,0.0
226,1.0,1.0,0.9999781567171908,0.99999607,1.0,1.0,0.0
227,0.0,0.0,2.1960135829976627e-05,3.4727493e-06,3.055344310559635e-60,0.0,0.0
228,1.0,1.0,0.9998954378553728,0.9981876,1.0,1.0,0.0
229,1.0,1.0,0.9999781567171908,0.999985,1.0,1.0,0.0
230,0.0,0.0,2.1960135829976627e-05,4.498501e-06,8.1563254470990515e-53,0.0,0.0
231,1.0,1.0,0.9999781567171908,0.99999297,1.0,1.0,0.0
232,1.0,1.0,0.9999781567171908,0.9999937,1.0,1.0,0.0
233,1.0,1.0,0.9999781567171908,0.99998903,1.0,1.0,0.0
234,0.0,0.0,2.196014095228028e-05,0.00053846015,0.9999999999995168,3.3296904e-18,0.0
235,0.0,0.0,2.1960135829976627e-05,4.9036594e-06,3.695150839055214e-93,0.0,0.0
236,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,5.048971682687009e-79,0.0,0.0
237,0.0,0.0,2.1960191464328156e-05,8.511868e-05,2.683903830558772e-15,1.4205058e-23,0.0
238,0.0,0.0,2.1960135829976627e-05,5.0553963e-06,1.6375189318443888e-65,0.0,0.0
239,0.0,0.0,2.1960135829976627e-05,2.916009e-06,1.6477503285040641e-74,0.0,0.0
240,0.0,0.0,2.1960132566575986e-05,7.633648e-06,2.464562294889718e-72,0.0,0.0
241,0.0,0.0,2.1960135829976627e-05,4.498501e-06,8.514483972585978e-61,0.0,0.0
242,1.0,1.0,0.9999781567171908,0.99994063,1.0,1.0,0.0
243,1.0,1.0,0.9999781567171908,0.99997604,1.0,0.99711215,0.0
244,1.0,1.0,0.9999781567171908,0.9999927,1.0,1.0,0.0
245,0.0,0.0,2.1960135829976627e-05,4.498501e-06,9.30366781227041e-59,0.0,0.0
246,0.0,0.0,2.1960135829976627e-05,9.101091e-06,4.376628382774407e-34,5.9433086e-35,0.0
247,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,3.030360686605627e-69,0.0,0.0
248,0.0,0.0,2.1960135829976627e-05,5.0553963e-06,1.3913844567338013e-58,0.0,0.0
249,1.0,1.0,0.9999781567171908,0.99999046,1.0,1.0,0.0
250,0.0,0.0,2.1960132566575986e-05,7.633648e-06,1.69918730569015e-73,0.0,0.0
251,0.0,0.0,2.1960135829976627e-05,8.244819e-06,9.116090319104925e-50,7.354213e-38,0.0
252,1.0,1.0,0.9999781567171908,0.99998343,1.0,1.0,0.0
253,0.0,0.0,2.1960135829976627e-05,5.0553963e-06,3.557220427991872e-72,0.0,0.0
254,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,7.044314577329599e-81,0.0,0.0
255,1.0,1.0,0.9999781567171908,0.99998295,1.0,1.0,0.0
256,0.0,0.0,2.1960135829976627e-05,5.510711e-06,3.2919062280684747e-98,0.0,0.0
257,0.0,0.0,2.1960135829976627e-05,2.916009e-06,2.1399069975392995e-73,0.0,0.0
258,1.0,1.0,0.9999781567171908,0.9999852,1.0,1.0,0.0
259,0.0,0.0,2.1960135829976627e-05,1.0243477e-05,6.506718754048635e-31,4.355626e-33,0.0
260,1.0,1.0,0.9999781567171908,0.99997425,1.0,0.9945836,0.0
261,0.0,0.0,2.1960132566575986e-05,1.3974109e-05,8.709379785601659e-48,0.0,0.0
262,1.0,1.0,0.9999781567171908,0.99999213,1.0,1.0,0.0
263,1.0,1.0,0.9999781567171908,0.99997437,1.0,1.0,0.0
264,1.0,1.0,0.9999781567171908,0.9999901,1.0,1.0,0.0
265,1.0,1.0,0.9999781567171908,0.9999888,1.0,1.0,0.0
266,1.0,1.0,0.9999781567171908,0.99999475,1.0,1.0,0.0
267,1.0,1.0,0.9999781567171908,0.9999958,1.0,1.0,1.0
268,0.0,0.0,2.1960135829976627e-05,3.9649058e-06,2.2301215458736935e-88,0.0,0.0
269,1.0,1.0,0.9999781567171908,0.99999046,1.0,1.0,0.0
270,1.0,1.0,0.9999781567171908,0.9999863,1.0,1.0,0.0
271,0.0,0.0,2.219951315370787e-05,0.00027443137,1.0074772825212368e-112,0.0,0.0
272,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,3.777602424088361e-89,0.0,0.0
273,1.0,1.0,0.9999781567171908,0.9999895,1.0,1.0,0.0
274,1.0,1.0,0.9999781567171908,0.9999747,1.0,0.99961066,0.0
275,0.0,0.0,2.1960135864660634e-05,3.5841615e-06,2.2242106538191156e-55,0.0,0.0
276,0.0,0.0,2.1960135829976627e-05,1.1956726e-05,7.376838143664913e-19,1.1043983e-22,0.0
277,0.0,0.0,2.1960135829976627e-05,4.9036594e-06,2.528584943654285e-96,0.0,0.0
278,1.0,1.0,0.9999781567171908,0.9999472,1.0,1.0,0.0
279,1.0,1.0,0.9999781567171908,0.999985,1.0,1.0,0.0
280,0.0,0.0,2.196014095228028e-05,0.00053846015,0.9999999999997159,1.5678452e-17,0.0
281,1.0,1.0,0.9999781567171908,0.99999166,1.0,1.0,1.0
282,0.0,0.0,2.1960135829976627e-05,5.510711e-06,3.039418405085435e-104,0.0,0.0
283,0.0,0.0,2.1960135829976627e-05,5.0553963e-06,7.012687361192412e-85,0.0,0.0
284,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,1.931106500448664e-91,0.0,0.0
285,0.0,0.0,2.1960135829976627e-05,3.3084448e-06,1.1878539895067152e-61,0.0,0.0
286,0.0,0.0,2.1960135829976627e-05,4.498501e-06,2.4043266187307154e-83,0.0,0.0
287,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,9.015086864931605e-74,0.0,0.0
288,0.0,0.0,2.1960135829976627e-05,4.498501e-06,1.428398218085323e-58,0.0,0.0
289,1.0,1.0,0.9999781567171908,0.99998903,1.0,1.0,0.0
290,1.0,1.0,0.9999781567171908,0.9999722,1.0,1.0,1.0
291,0.0,0.0,2.1960135829976627e-05,4.498501e-06,1.0862277357114344e-64,0.0,0.0
292,1.0,1.0,0.9999781567171908,0.99999046,1.0,1.0,0.0
293,1.0,1.0,0.9999781567171908,0.99999285,1.0,1.0,0.0
294,1.0,1.0,0.9999781567171908,0.99997604,1.0,0.9899863,0.0
295,1.0,1.0,0.9999781567171908,0.99999607,1.0,1.0,0.0
296,1.0,1.0,0.9999781567171908,0.9999881,1.0,1.0,0.0
297,0.0,0.0,2.1960132566575986e-05,1.1298934e-05,5.407586052326307e-72,0.0,0.0
298,1.0,1.0,0.9999781567171908,0.9999769,1.0,1.0,0.0
299,0.0,0.0,2.1960135829976627e-05,4.4557446e-06,2.7762112497512937e-74,0.0,0.0
300,1.0,1.0,0.9999781567171908,0.9999435,0.9999999998611031,1.0,0.0
301,0.0,0.0,2.1960135829976627e-05,5.0553963e-06,1.47698281311169e-67,0.0,0.0
302,1.0,1.0,0.9999781567171908,0.99999297,1.0,1.0,0.0
303,1.0,1.0,0.9999781567171908,0.99999166,1.0,1.0,1.0
304,1.0,1.0,0.9999781567171908,0.99998343,1.0,0.99995744,0.0
305,0.0,0.0,2.1960135829976627e-05,5.0553963e-06,1.2488707917733666e-81,0.0,0.0
306,1.0,1.0,0.9999781567171908,0.9999957,1.0,1.0,0.0
307,0.0,0.0,2.1960135829976627e-05,4.772152e-06,3.6722398215668794e-100,0.0,0.0
308,0.0,0.0,2.196014095228028e-05,0.0005129972,1.0,3.8132693e-09,0.0
309,0.0,0.0,2.1960135829976627e-05,4.498501e-06,3.115293190919919e-47,7.303084e-37,0.0
310,0.0,0.0,2.1960132566575986e-05,6.1722703e-06,3.7433396610590894e-61,0.0,0.0
311,1.0,1.0,0.9999781567171908,0.9999864,1.0,1.0,0.0
312,1.0,1.0,0.9999781567171908,0.9999901,1.0,1.0,0.0
