pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
40,12,13.35,0,305.4,2082,52.05,12216,305.4,0,1074,4291,44,887,1175,101,768,140,384,383,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,1
43,12,13.48837209,0,303.627907,2223,51.69767442,13056,303.627907,0,1179,4591,47,888,1273,111,780,145,455,447,80,121,80,0.036429872,0.055100182,0.036429872,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,395,222,26,27,118,0,123,88,0,8,1
44,17,12.02272727,0,286.8636364,2162,49.13636364,12622,286.8636364,0,950,4272,48,1188,1061,107,869,145,400,444,101,144,101,0.045352492,0.064660979,0.045352492,14,79,84,2.0,3,0,3,3,7,5,9,0.063829787,0,0.063829787,0.063829787,0.14893617,0.106382979,0.191489362,138,392,222,26,24,118,0,124,87,0,8,1
42,16,11.440776306899986,0,281.2386955102553,2067,49.21428571,11812,281.2386955102553,0,907,3835,45,1252,944,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
41,12,13.805245324143124,0,306.225708237159,2114,51.445476464868555,12593,306.225708237159,0,1106,4465,45,900,1242,103,774,141,402,388,73,112,73,0.035167478269212994,0.05350880985499638,0.035167478269212994,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.0973773383043528,0.0486886691521764,0.14606600745652917,138,395,222,26,27,118,0,123,88,0,8,0
42,12,13.458052574909514,0,303.4062031344972,2153,50.765919546830936,12871,303.4062031344972,0,1131,4603,47,905,1253,105,780,144,431,396,71,111,71,0.03353049863899995,0.05248346942046093,0.03353049863899995,5,6,30,1.25,2,0,2,2,6,4,8,0.05283944552713542,0,0.05283944552713542,0.05283944552713542,0.1422715565837493,0.09755550105544236,0.18698761211205625,138,395,222,26,27,118,0,123,88,0,8,0
40,12,13.802807421823628,0,306.98088164005986,2082,52.05,12279,306.98088164005986,0,1079,4308,44,887,1200,101,768,140,381,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
38,14,12.153693751489463,0,275.44600335636306,1853,47.82440198513214,10663,275.44600335636306,0,812,3536,41,1047,892,96,736,132,310,364,77,115,77,0.03879952413470947,0.058795765385984175,0.03879952413470947,8,51,51,1.6574983996708452,2,0,2,2,6,4,8,0.05717377405594264,0,0.05717377405594264,0.05717377405594264,0.15716024749553123,0.10716701110448615,0.20715348454407473,138,393,222,26,25,118,0,122,87,0,8,0
42,16,11.463921701487024,0,275.6598409860572,2068,48.476192159131806,11753,275.6598409860572,0,898,3823,45,1217,954,105,816,136,369,423,98,140,98,0.04612910175421973,0.0656968765899575,0.04612910175421973,12,77,72,1.9585415035264395,3,0,3,3,7,5,9,0.07433871870020253,0,0.07433871870020253,0.07433871870020253,0.1610267759113509,0.11768274766067198,0.20437080487182036,138,392,222,26,24,118,0,123,87,0,8,0
42,16,11.301917283340956,0,280.9609774207221,2067,49.21428571,11800,280.9609774207221,0,907,3831,45,1252,935,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
37,14,12.312169287700094,0,272.745309158639,1764,47.24337264713468,10171,272.745309158639,0,772,3407,40,961,861,93,699,131,283,338,67,103,67,0.035028600885637876,0.05534861051254972,0.035028600885637876,7,40,42,1.5143184526423683,2,0,2,2,6,4,8,0.04472334384220206,0,0.04472334384220206,0.04472334384220206,0.15015688058978963,0.09744011247315507,0.20287364922074264,138,393,222,26,25,118,0,122,87,0,8,0
43,13,13.594331598037476,0,303.7748787471628,2169,50.4534195148526,13062,303.7748787471628,0,1147,4699,48,916,1289,107,783,145,440,399,70,111,70,0.03282537007847045,0.05205165777472782,0.03282537007847045,5,6,30,1.25,1,0,1,1,5,3,7,0.03241558766340809,0,0.03241558766340809,0.03241558766340809,0.12242344018295334,0.07741951392318072,0.16742736644272596,138,395,222,26,27,118,0,123,88,0,8,0
40,12,13.824153696483506,0,307.0563183205486,2088,51.926796007132594,12352,307.0563183205486,0,1081,4345,44,889,1217,101,769,140,388,384,75,112,75,0.03628704980852444,0.05420182022821228,0.03628704980852444,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09946549245138345,0.049732746225691724,0.14919823867707516,138,395,222,26,27,118,0,123,88,0,8,0
40,12,13.634872642064055,0,305.36390900639935,2080,51.768927092429614,12270,305.36390900639935,0,1062,4272,44,923,1186,101,773,139,383,387,78,115,78,0.03768835335112723,0.05563430557694016,0.03768835335112723,5,13,34,1.3243391819906474,0,0,0,0,4,2,6,0.008619035618975635,0,0.008619035618975635,0.008619035618975635,0.10732618020674606,0.057972607962420306,0.1566797525501907,138,394,222,26,26,118,0,123,87,0,8,0
32,13,13.567929436913861,0,265.60899322865816,1472,45.330579116161594,8627,265.60899322865816,0,653,3018,36,661,816,83,571,127,196,247,32,63,32,0.021739802589424633,0.04311049004004209,0.021739802589424633,2,2,12,1.013863150390584,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.1236136849609416,0.0618068424804708,0.184034212402354,137,395,222,26,27,118,0,120,88,0,8,0
42,12,13.485141381000991,0,303.6841974416736,2146,50.883825287558494,12815,303.6841974416736,0,1127,4575,46,903,1246,105,779,143,426,395,71,111,71,0.033809922269001466,0.05265753858770972,0.033809922269001466,5,6,30,1.25,2,0,2,2,6,4,8,0.04798766700411933,0,0.04798766700411933,0.04798766700411933,0.13839013375045764,0.0931889003772885,0.1835913671236268,138,395,222,26,27,118,0,123,88,0,8,0
32,13,13.456697939495358,0,264.5898050811299,1456,45.23233551472107,8519,264.5898050811299,0,635,2977,36,665,794,83,571,127,189,245,32,63,32,0.021976821601133352,0.04341744628674703,0.021976821601133352,2,3,13,1.0187493457816492,0,0,0,0,4,2,6,0.0016303778989475777,0,0.0016303778989475777,0.0016303778989475777,0.12591708755643968,0.0637737327370683,0.18806044239456038,138,394,222,26,26,118,0,120,87,0,8,0
35,13,14.10681887821298,0,276.14208225731596,1686,46.71354538643433,9978,276.14208225731596,0,838,3473,40,718,1014,91,605,132,276,289,40,75,40,0.023776870663997505,0.04425639950495197,0.023776870663997505,3,3,20,1.1238405873904043,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.11261594126095957,0.056307970630479785,0.1565398531523989,137,395,222,26,27,118,0,120,88,0,8,0
41,12,13.629073822632668,0,305.31613514188547,2125,51.27497716211591,12656,305.31613514188547,0,1111,4492,45,898,1237,103,775,142,412,391,73,112,73,0.03473690916545191,0.05323501242954189,0.03473690916545191,5,6,30,1.25,1,0,1,1,5,3,7,0.03189190904946405,0,0.03189190904946405,0.03189190904946405,0.1255135273373731,0.07870271819341858,0.1723243364813276,138,395,222,26,27,118,0,123,88,0,8,0
43,13,13.750608310418444,0,304.6631884684111,2169,50.44519442621646,13100,304.6631884684111,0,1149,4718,48,921,1306,107,783,145,438,399,70,111,70,0.032830814257339136,0.052060290722301755,0.032830814257339136,5,6,30,1.25,0,0,0,0,4,2,6,0.00934957441369553,0,0.00934957441369553,0.00934957441369553,0.10150310256792665,0.05542633849081109,0.14757986664504222,138,395,222,26,27,118,0,123,88,0,8,0
40,12,13.810797103370684,0,307.06876813707754,2082,52.05,12282,307.06876813707754,0,1078,4310,44,887,1203,101,768,140,382,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
40,14,13.398017349291008,0,285.4305647157072,1986,48.67072487094431,11645,285.4305647157072,0,992,3930,45,973,1119,101,717,136,371,374,71,110,71,0.03491514908162005,0.05427690730238604,0.03491514908162005,7,34,47,1.554110247122024,1,0,1,1,5,3,7,0.03525915919238896,0,0.03525915919238896,0.03525915919238896,0.12997028502969438,0.08261472231378184,0.16246285638848806,137,393,222,26,25,118,0,121,87,0,8,0
46,18,11.45196114841732,0,239.0084414726688,2042,43.6668123950413,11200,239.7829442260603,0,826,3711,50,986,1018,115,758,146,324,382,75,120,75,0.03569268713807906,0.05750071861927399,0.03569268713807906,11,72,68,1.6762655109281601,0,0,0,0,4,2,6,0.0034846666920593378,0,0.0052270000790338375,0.0034846666920593378,0.09033338307903382,0.046037857773949,0.1328865741609235,138,391,221,26,24,117,0,121,87,0,8,0
41,15,12.081007565793339,0,282.62443802590326,2032,48.98392932963246,11724,282.62443802590326,0,943,3871,45,1134,1006,102,779,135,373,406,89,129,89,0.04235101970769268,0.06163210570884162,0.04235101970769268,10,59,61,1.811035780843982,2,0,2,2,6,4,8,0.06504762695966253,0,0.06504762695966253,0.06504762695966253,0.15529048239207977,0.110169055049895,0.19411310317711164,137,392,222,26,24,118,0,122,87,0,8,0
40,12,13.812728231731123,0,307.09001054904235,2082,52.05,12283,307.09001054904235,0,1077,4311,44,887,1204,101,768,140,382,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
42,12,13.44781321169863,0,303.2996427788146,2155,50.73008834799162,12887,303.2996427788146,0,1133,4611,47,906,1254,105,780,144,433,397,71,111,71,0.03344558264097299,0.05243057032576886,0.03344558264097299,5,6,30,1.25,2,0,2,2,6,4,8,0.05431388638056443,0,0.05431388638056443,0.05431388638056443,0.14345110927101412,0.09888249782578928,0.18801972071623899,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.452818331310775,0,281.04727872306034,2067,49.18631280675225,11810,281.04727872306034,0,907,3835,45,1250,945,103,824,135,374,428,101,142,101,0.047755889947346815,0.06699075678003281,0.047755889947346815,12,77,72,1.9984287702970878,3,0,3,3,7,5,9,0.08647832165467897,0,0.08647832165467897,0.08647832165467897,0.17342466818345884,0.12995149541356962,0.21689784194234948,138,392,222,26,24,118,0,123,87,0,8,0
46,18,11.482981652803387,0,240.2599122848835,2054,43.845612180131155,11271,240.7339229589424,0,831,3730,50,996,1022,116,761,146,329,387,75,121,75,0.03587679476494737,0.057606592477853165,0.03587679476494737,11,74,69,1.691016613913498,0,0,0,0,4,2,6,0.0021326834544365125,0,0.003199025206713807,0.0021326834544365125,0.0883054082067138,0.04468587450455457,0.13085859925683185,138,391,221,26,24,117,0,121,87,0,8,0
40,13,12.890939508214387,0,297.0582048597422,2076,50.951936058564996,12100,297.0582048597422,0,1013,4124,44,1028,1100,101,790,138,378,400,86,124,86,0.0409285113050363,0.05928247296836842,0.0409285113050363,7,33,46,1.540419933693761,1,0,1,1,5,3,7,0.033671876471306754,0,0.033671876471306754,0.033671876471306754,0.12862109472955213,0.08114648579404274,0.1760957040522881,138,393,222,26,25,118,0,123,87,0,8,0
41,12,13.820440845277645,0,306.3162883375069,2117,51.38628295883451,12630,306.3162883375069,0,1106,4484,45,901,1252,103,774,142,406,389,73,112,73,0.035029791433652466,0.05342358224608681,0.035029791433652466,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.0971205335120087,0.04856026675600435,0.14568080026801303,138,395,222,26,27,118,0,123,88,0,8,0
43,16,11.476861951614524,0,269.29834799997064,2069,47.648593091907436,11683,269.29834799997064,0,887,3811,46,1177,969,107,806,139,363,418,94,136,94,0.04423318674919201,0.0641889440407567,0.04423318674919201,12,77,72,1.9120555086688982,2,0,2,2,6,4,8,0.06019080719352449,0,0.06019080719352449,0.06019080719352449,0.14657784513553576,0.10338432635672443,0.1897713642987357,138,392,222,26,24,118,0,123,87,0,8,0
42,15,11.564514003072143,0,282.6376433108902,2073,49.28734846398376,11888,282.6376433108902,0,921,3883,45,1232,962,103,822,135,378,427,100,141,100,0.04694366421288558,0.06616541721288557,0.04694366421288558,11,72,69,1.9561914564593494,3,0,3,3,7,5,9,0.08568670911073412,0,0.08568670911073412,0.08568670911073412,0.1726432301691455,0.12916497011073413,0.21612149116914553,138,392,222,26,24,118,0,123,87,0,8,0
40,14,13.32450952280726,0,285.2452005273463,1989,48.6912610697198,11650,285.2452005273463,0,989,3927,45,984,1114,101,722,136,371,376,72,112,72,0.035402704456423614,0.05475917315881987,0.035402704456423614,7,36,47,1.5709563477590085,1,0,1,1,5,3,7,0.03721233028659448,0,0.03721233028659448,0.03721233028659448,0.13163048044404604,0.08442140557929118,0.16453810066204302,137,393,222,26,25,118,0,121,87,0,8,0
41,15,11.911481255026244,0,282.2387246135517,2048,49.086024876114635,11773,282.2387246135517,0,927,3858,45,1186,986,102,799,135,374,416,94,135,94,0.04477489731888445,0.06402968652214541,0.04477489731888445,11,67,66,1.8947860342102198,3,0,3,3,7,5,9,0.07475780129212499,0,0.07475780129212499,0.07475780129212499,0.16354413049650593,0.11915096632417282,0.2044301633355611,137,392,222,26,24,118,0,123,87,0,8,0
42,16,11.400064653517221,0,281.2144326243596,2067,49.21428571,11811,281.2144326243596,0,907,3833,45,1252,939,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,16,11.45238095,0,281.315955278451,2067,49.21428571,11815,281.315955278451,0,908,3835,45,1252,944,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,16,11.45238095,0,281.3501465020476,2067,49.21428571,11816,281.3501465020476,0,908,3835,45,1252,944,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,12,13.872613079123454,0,307.88360918789436,2085,51.987121682852056,12351,307.88360918789436,0,1082,4336,44,888,1216,101,768,140,386,383,75,112,75,0.03642737012319013,0.054288677950315556,0.03642737012319013,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09972720904268052,0.04986360452134026,0.14959081356402076,138,395,222,26,27,118,0,123,88,0,8,0
40,14,13.652178279126137,0,285.98920675201674,1976,48.5997188349107,11624,285.98920675201674,0,1003,3943,45,937,1143,100,704,137,370,367,67,106,67,0.03322937583360294,0.05260942311243992,0.03322937583360294,7,29,43,1.495863107915172,1,0,1,1,5,3,6,0.028505867669885374,0,0.028505867669885374,0.028505867669885374,0.12422998728993034,0.07636792764381659,0.15528748419436728,137,394,222,26,26,118,0,121,87,0,8,0
43,13,13.531886439605447,0,303.41992732519515,2169,50.456706101543446,13047,303.41992732519515,0,1146,4691,48,914,1282,107,783,145,441,399,70,111,70,0.03282319468965655,0.0520482082154763,0.03282319468965655,5,6,30,1.25,1,0,1,1,5,3,7,0.04163232142897543,0,0.04163232142897543,0.04163232142897543,0.13078280337225037,0.0862075624006129,0.17535804434388785,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.205692794117702,0,280.77682837633614,2067,49.21428571,11792,280.77682837633614,0,907,3829,45,1252,928,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,14,13.326602164980185,0,285.28017457250087,1989,48.69067643924323,11651,285.28017457250087,0,989,3926,45,983,1113,101,721,136,371,376,72,112,72,0.03538882458828228,0.054745443874225135,0.03538882458828228,7,36,47,1.570476768068945,1,0,1,1,5,3,7,0.037156726844101484,0,0.037156726844101484,0.037156726844101484,0.1315832175183746,0.08436997239488922,0.16447902200479386,137,393,222,26,25,118,0,121,87,0,8,0
42,16,11.32593676379716,0,281.04596014515,2067,49.21428571,11803,281.04596014515,0,907,3831,45,1252,935,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
